#blueprint activity materialType materialQuantity productType productQuantity
12018 manufacturing 11399 150 12017 1
12018 manufacturing 11532 105 12017 1
12018 manufacturing 11554 660 12017 1
12018 manufacturing 624 1 12017 1
12018 manufacturing 11537 180 12017 1
12018 manufacturing 11539 2970 12017 1
12018 manufacturing 3828 188 12017 1
12018 manufacturing 11478 21 12017 1
12018 manufacturing 11543 6750 12017 1
12018 manufacturing 11549 53 12017 1
12018 manufacturing 11557 413 12017 1
12020 manufacturing 11399 150 12019 1
12020 manufacturing 11532 75 12019 1
12020 manufacturing 11554 600 12019 1
12020 manufacturing 624 1 12019 1
12020 manufacturing 11537 165 12019 1
12020 manufacturing 11539 1350 12019 1
12020 manufacturing 3828 188 12019 1
12020 manufacturing 11478 18 12019 1
12020 manufacturing 11543 5625 12019 1
12020 manufacturing 11549 45 12019 1
12020 manufacturing 11557 450 12019 1
12022 manufacturing 11553 660 12021 1
12022 manufacturing 11399 150 12021 1
12022 manufacturing 11556 413 12021 1
12022 manufacturing 11535 180 12021 1
12022 manufacturing 627 1 12021 1
12022 manufacturing 3828 188 12021 1
12022 manufacturing 11541 2970 12021 1
12022 manufacturing 11478 21 12021 1
12022 manufacturing 11531 105 12021 1
12022 manufacturing 11545 6750 12021 1
12022 manufacturing 11547 53 12021 1
12024 manufacturing 11553 600 12023 1
12024 manufacturing 11399 150 12023 1
12024 manufacturing 11556 450 12023 1
12024 manufacturing 11535 165 12023 1
12024 manufacturing 627 1 12023 1
12024 manufacturing 3828 188 12023 1
12024 manufacturing 11541 1350 12023 1
12024 manufacturing 11478 18 12023 1
12024 manufacturing 11531 75 12023 1
12024 manufacturing 11545 5625 12023 1
12024 manufacturing 11547 45 12023 1
12031 manufacturing 11552 60 12032 1
12031 manufacturing 11399 38 12032 1
12031 manufacturing 11533 30 12032 1
12031 manufacturing 11534 60 12032 1
12031 manufacturing 3828 30 12032 1
12031 manufacturing 11478 3 12032 1
12031 manufacturing 11544 300 12032 1
12031 manufacturing 11540 180 12032 1
12031 manufacturing 602 1 12032 1
12031 manufacturing 11558 15 12032 1
12031 manufacturing 11550 6 12032 1
12035 manufacturing 598 1 12034 1
12035 manufacturing 11530 30 12034 1
12035 manufacturing 11399 38 12034 1
12035 manufacturing 11542 300 12034 1
12035 manufacturing 11536 60 12034 1
12035 manufacturing 11538 180 12034 1
12035 manufacturing 11555 15 12034 1
12035 manufacturing 3828 30 12034 1
12035 manufacturing 11478 3 12034 1
12035 manufacturing 11551 60 12034 1
12035 manufacturing 11548 6 12034 1
12037 manufacturing 598 1 12036 1
12037 manufacturing 11530 33 12036 1
12037 manufacturing 11399 39 12036 1
12037 manufacturing 11542 28 12036 1
12037 manufacturing 11536 56 12036 1
12037 manufacturing 11538 39 12036 1
12037 manufacturing 11555 22 12036 1
12037 manufacturing 3828 22 12036 1
12037 manufacturing 11478 1 12036 1
12037 manufacturing 11551 22 12036 1
12037 manufacturing 11548 28 12036 1
12041 manufacturing 11399 38 12038 1
12041 manufacturing 11532 30 12038 1
12041 manufacturing 11554 60 12038 1
12041 manufacturing 590 1 12038 1
12041 manufacturing 11537 60 12038 1
12041 manufacturing 11539 180 12038 1
12041 manufacturing 3828 30 12038 1
12041 manufacturing 11478 3 12038 1
12041 manufacturing 11543 300 12038 1
12041 manufacturing 11549 6 12038 1
12041 manufacturing 11557 15 12038 1
12043 manufacturing 11553 90 12042 1
12043 manufacturing 11399 45 12042 1
12043 manufacturing 11556 30 12042 1
12043 manufacturing 11535 30 12042 1
12043 manufacturing 594 1 12042 1
12043 manufacturing 3828 38 12042 1
12043 manufacturing 11541 135 12042 1
12043 manufacturing 11478 6 12042 1
12043 manufacturing 11531 30 12042 1
12043 manufacturing 11545 900 12042 1
12043 manufacturing 11547 8 12042 1
12045 manufacturing 11553 90 12044 1
12045 manufacturing 11399 45 12044 1
12045 manufacturing 11556 30 12044 1
12045 manufacturing 11535 30 12044 1
12045 manufacturing 594 1 12044 1
12045 manufacturing 3828 38 12044 1
12045 manufacturing 11541 135 12044 1
12045 manufacturing 11478 6 12044 1
12045 manufacturing 11531 23 12044 1
12045 manufacturing 11545 750 12044 1
12045 manufacturing 11547 8 12044 1
12053 invention 20420 2 12077 10
12053 invention 20415 2 12077 10
12053 manufacturing 34 17367 12052 1
12053 manufacturing 35 14709 12052 1
12053 manufacturing 36 68 12052 1
12053 manufacturing 37 1 12052 1
12053 manufacturing 38 1 12052 1
12053 manufacturing 39 2 12052 1
12053 manufacturing 40 4 12052 1
12055 invention 20420 3 12085 10
12055 invention 20415 3 12085 10
12055 manufacturing 34 63753 12054 1
12055 manufacturing 35 16381 12054 1
12055 manufacturing 36 4321 12054 1
12055 manufacturing 37 1006 12054 1
12055 manufacturing 38 308 12054 1
12055 manufacturing 39 112 12054 1
12055 manufacturing 40 20 12054 1
12057 invention 20420 2 12059 10
12057 invention 20415 2 12059 10
12057 manufacturing 34 3818 12056 1
12057 manufacturing 35 3477 12056 1
12057 manufacturing 36 3 12056 1
12057 manufacturing 37 2 12056 1
12059 manufacturing 11399 6 12058 1
12059 manufacturing 11530 6 12058 1
12059 manufacturing 11531 15 12058 1
12059 manufacturing 11475 1 12058 1
12059 manufacturing 12056 1 12058 1
12059 manufacturing 11549 8 12058 1
12067 invention 20420 3 12069 10
12067 invention 20415 3 12069 10
12067 manufacturing 34 19884 12066 1
12067 manufacturing 35 8922 12066 1
12067 manufacturing 36 1113 12066 1
12067 manufacturing 37 49 12066 1
12067 manufacturing 38 24 12066 1
12067 manufacturing 39 4 12066 1
12067 manufacturing 40 2 12066 1
12069 manufacturing 12066 1 12068 1
12069 manufacturing 11530 12 12068 1
12069 manufacturing 11399 12 12068 1
12069 manufacturing 11475 1 12068 1
12069 manufacturing 11531 15 12068 1
12069 manufacturing 11549 8 12068 1
12077 manufacturing 11530 48 12076 1
12077 manufacturing 11399 33 12076 1
12077 manufacturing 11475 1 12076 1
12077 manufacturing 12052 1 12076 1
12077 manufacturing 11531 15 12076 1
12077 manufacturing 11549 8 12076 1
12085 manufacturing 11530 96 12084 1
12085 manufacturing 11399 75 12084 1
12085 manufacturing 11475 1 12084 1
12085 manufacturing 12054 1 12084 1
12085 manufacturing 11531 15 12084 1
12085 manufacturing 11549 8 12084 1
12103 manufacturing 12225 1 12102 1
12103 manufacturing 11399 14 12102 1
12103 manufacturing 11554 23 12102 1
12103 manufacturing 9838 45 12102 1
12103 manufacturing 11539 14 12102 1
12103 manufacturing 11482 1 12102 1
12104 manufacturing 11370 1 11577 1
12104 manufacturing 11693 15 11577 1
12104 manufacturing 11541 15 11577 1
12104 manufacturing 11483 1 11577 1
12105 manufacturing 11370 1 11578 1
12105 manufacturing 11399 15 11578 1
12105 manufacturing 11693 26 11578 1
12105 manufacturing 9840 22 11578 1
12105 manufacturing 9842 22 11578 1
12105 manufacturing 11541 33 11578 1
12105 manufacturing 11483 1 11578 1
12109 invention 20424 2 18069 10
12109 invention 20413 2 18069 10
12109 manufacturing 34 7547 12108 1
12109 manufacturing 35 3947 12108 1
12109 manufacturing 36 2250 12108 1
12109 manufacturing 37 1667 12108 1
12109 manufacturing 38 111 12108 1
12109 manufacturing 3687 3 12108 1
12109 manufacturing 3689 2 12108 1
12218 invention 20411 2 12222 10
12218 invention 20414 2 12222 10
12218 manufacturing 40 6 12217 1
12218 manufacturing 34 16271 12217 1
12218 manufacturing 35 2127 12217 1
12218 manufacturing 38 8 12217 1
12220 invention 20411 8 12224 5
12220 invention 20414 8 12224 5
12220 manufacturing 40 1528 12219 1
12220 manufacturing 39 2268 12219 1
12220 manufacturing 38 7656 12219 1
12220 manufacturing 37 45664 12219 1
12220 manufacturing 36 110079 12219 1
12220 manufacturing 35 434123 12219 1
12220 manufacturing 34 2201418 12219 1
12222 manufacturing 11399 9 12221 1
12222 manufacturing 11554 15 12221 1
12222 manufacturing 9838 23 12221 1
12222 manufacturing 11539 9 12221 1
12222 manufacturing 12217 1 12221 1
12222 manufacturing 11482 1 12221 1
12224 manufacturing 12219 1 12223 1
12224 manufacturing 11482 3 12223 1
12224 manufacturing 11539 18 12223 1
12224 manufacturing 9838 38 12223 1
12224 manufacturing 11554 60 12223 1
12224 manufacturing 11399 427 12223 1
12226 invention 20411 3 12103 10
12226 invention 20414 3 12103 10
12226 manufacturing 40 16 12225 1
12226 manufacturing 34 35778 12225 1
12226 manufacturing 35 4679 12225 1
12226 manufacturing 38 17 12225 1
12258 invention 20411 2 12260 10
12258 invention 20414 2 12260 10
12258 manufacturing 40 24 12257 1
12258 manufacturing 34 4547 12257 1
12258 manufacturing 35 3208 12257 1
12258 manufacturing 36 274 12257 1
12258 manufacturing 37 592 12257 1
12260 manufacturing 12257 1 12259 1
12260 manufacturing 11399 12 12259 1
12260 manufacturing 11554 38 12259 1
12260 manufacturing 9838 30 12259 1
12260 manufacturing 11539 15 12259 1
12260 manufacturing 11482 1 12259 1
12262 invention 20411 3 12264 10
12262 invention 20414 3 12264 10
12262 manufacturing 40 138 12261 1
12262 manufacturing 34 12169 12261 1
12262 manufacturing 35 6778 12261 1
12262 manufacturing 36 1099 12261 1
12262 manufacturing 37 3276 12261 1
12264 manufacturing 12261 1 12263 1
12264 manufacturing 11399 24 12263 1
12264 manufacturing 11554 53 12263 1
12264 manufacturing 9838 45 12263 1
12264 manufacturing 11539 30 12263 1
12264 manufacturing 11482 1 12263 1
12266 invention 20411 2 12268 10
12266 invention 20414 2 12268 10
12266 manufacturing 34 1484 12265 1
12266 manufacturing 35 211 12265 1
12266 manufacturing 36 397 12265 1
12266 manufacturing 37 198 12265 1
12266 manufacturing 39 40 12265 1
12266 manufacturing 40 6 12265 1
12268 manufacturing 12265 1 12267 1
12268 manufacturing 11554 30 12267 1
12268 manufacturing 9838 23 12267 1
12268 manufacturing 11539 15 12267 1
12268 manufacturing 11482 1 12267 1
12270 invention 20411 3 12272 10
12270 invention 20414 3 12272 10
12270 manufacturing 34 1486 12269 1
12270 manufacturing 35 1486 12269 1
12270 manufacturing 36 1486 12269 1
12270 manufacturing 37 1486 12269 1
12270 manufacturing 39 100 12269 1
12270 manufacturing 40 48 12269 1
12272 manufacturing 11554 45 12271 1
12272 manufacturing 12269 1 12271 1
12272 manufacturing 9838 30 12271 1
12272 manufacturing 11539 23 12271 1
12272 manufacturing 11482 1 12271 1
12275 invention 20424 2 22292 10
12275 invention 20418 2 22292 10
12275 manufacturing 40 4 12274 1
12275 manufacturing 34 1351 12274 1
12275 manufacturing 36 636 12274 1
12275 manufacturing 37 4 12274 1
12275 manufacturing 39 14 12274 1
12297 invention 20417 3 26893 10
12297 invention 20419 3 26893 10
12297 manufacturing 34 15992 12198 1
12297 manufacturing 35 4923 12198 1
12297 manufacturing 36 2237 12198 1
12297 manufacturing 37 260 12198 1
12297 manufacturing 38 197 12198 1
12297 manufacturing 39 166 12198 1
12297 manufacturing 40 44 12198 1
12297 manufacturing 3687 11 12198 1
12297 manufacturing 447 3 12198 1
12300 invention 20417 6 26891 10
12300 invention 20419 6 26891 10
12300 manufacturing 34 66979 12199 1
12300 manufacturing 35 21476 12199 1
12300 manufacturing 36 10952 12199 1
12300 manufacturing 37 2222 12199 1
12300 manufacturing 38 787 12199 1
12300 manufacturing 39 688 12199 1
12300 manufacturing 40 178 12199 1
12300 manufacturing 3687 17 12199 1
12300 manufacturing 447 6 12199 1
12301 invention 20417 9 26889 10
12301 invention 20419 9 26889 10
12301 manufacturing 34 275448 12200 1
12301 manufacturing 35 90358 12200 1
12301 manufacturing 36 48816 12200 1
12301 manufacturing 37 11845 12200 1
12301 manufacturing 38 3147 12200 1
12301 manufacturing 39 2808 12200 1
12301 manufacturing 40 712 12200 1
12301 manufacturing 3687 22 12200 1
12301 manufacturing 447 9 12200 1
12345 invention 20412 2 12347 10
12345 invention 20414 2 12347 10
12345 manufacturing 34 4600 12344 1
12345 manufacturing 35 1583 12344 1
12345 manufacturing 36 1167 12344 1
12345 manufacturing 37 63 12344 1
12345 manufacturing 38 50 12344 1
12345 manufacturing 39 18 12344 1
12347 manufacturing 11690 17 12346 1
12347 manufacturing 11399 5 12346 1
12347 manufacturing 9848 5 12346 1
12347 manufacturing 12344 1 12346 1
12347 manufacturing 11486 1 12346 1
12355 invention 20412 3 12357 10
12355 invention 20414 3 12357 10
12355 manufacturing 34 77413 12354 1
12355 manufacturing 35 19793 12354 1
12355 manufacturing 36 5731 12354 1
12355 manufacturing 37 1206 12354 1
12355 manufacturing 38 343 12354 1
12355 manufacturing 39 206 12354 1
12355 manufacturing 40 18 12354 1
12357 manufacturing 12354 1 12356 1
12357 manufacturing 11690 32 12356 1
12357 manufacturing 11399 33 12356 1
12357 manufacturing 9848 14 12356 1
12357 manufacturing 11486 1 12356 1
12553 manufacturing 11476 1 12552 4
12553 manufacturing 11399 1 12552 4
12558 manufacturing 16672 261 12557 4
12558 manufacturing 16679 45 12557 4
12558 manufacturing 11476 1 12557 4
12558 manufacturing 11399 1 12557 4
12560 manufacturing 16672 261 12559 4
12560 manufacturing 16679 45 12559 4
12560 manufacturing 11476 1 12559 4
12560 manufacturing 11399 1 12559 4
12562 manufacturing 11476 1 12561 4
12562 manufacturing 11399 1 12561 4
12564 manufacturing 16672 108 12563 4
12564 manufacturing 16679 45 12563 4
12564 manufacturing 11476 1 12563 4
12564 manufacturing 11399 1 12563 4
12566 manufacturing 16672 108 12565 4
12566 manufacturing 16679 45 12565 4
12566 manufacturing 11476 1 12565 4
12566 manufacturing 11399 1 12565 4
12609 manufacturing 16673 300 12608 5000
12609 manufacturing 16679 120 12608 5000
12609 manufacturing 11476 1 12608 5000
12609 manufacturing 11399 1 12608 5000
12611 manufacturing 11476 1 12610 5000
12611 manufacturing 11399 1 12610 5000
12613 manufacturing 11399 1 12612 5000
12613 manufacturing 11476 1 12612 5000
12613 manufacturing 16670 60 12612 5000
12613 manufacturing 16679 60 12612 5000
12615 manufacturing 16679 60 12614 5000
12615 manufacturing 11476 1 12614 5000
12615 manufacturing 16670 60 12614 5000
12615 manufacturing 11399 1 12614 5000
12617 manufacturing 11476 1 12616 5000
12617 manufacturing 11399 1 12616 5000
12619 manufacturing 16679 75 12618 5000
12619 manufacturing 16671 150 12618 5000
12619 manufacturing 11476 1 12618 5000
12619 manufacturing 11399 1 12618 5000
12621 manufacturing 16679 75 12620 5000
12621 manufacturing 16671 150 12620 5000
12621 manufacturing 11476 1 12620 5000
12621 manufacturing 11399 1 12620 5000
12626 manufacturing 16673 300 12625 5000
12626 manufacturing 16679 120 12625 5000
12626 manufacturing 11476 1 12625 5000
12626 manufacturing 11399 1 12625 5000
12628 manufacturing 11476 1 12627 5000
12630 manufacturing 11476 1 12629 5000
12630 manufacturing 11399 1 12629 5000
12632 manufacturing 16673 600 12631 5000
12632 manufacturing 16679 150 12631 5000
12632 manufacturing 11476 1 12631 5000
12632 manufacturing 11399 3 12631 5000
12634 manufacturing 16673 600 12633 5000
12634 manufacturing 16679 150 12633 5000
12634 manufacturing 11476 1 12633 5000
12634 manufacturing 11399 3 12633 5000
12710 invention 20417 2 19807 10
12710 invention 20419 2 19807 10
12710 manufacturing 40 4 12709 1
12710 manufacturing 34 840 12709 1
12710 manufacturing 35 183 12709 1
12710 manufacturing 36 470 12709 1
12710 manufacturing 37 4 12709 1
12712 manufacturing 34 71 12711 1
12712 manufacturing 35 24 12711 1
12712 manufacturing 36 1 12711 1
12714 manufacturing 34 71 12713 1
12714 manufacturing 35 24 12713 1
12714 manufacturing 36 1 12713 1
12716 manufacturing 34 71 12715 1
12716 manufacturing 35 24 12715 1
12716 manufacturing 36 1 12715 1
12718 manufacturing 34 71 12717 1
12718 manufacturing 35 24 12717 1
12718 manufacturing 36 1 12717 1
12730 manufacturing 11552 225 12729 1
12730 manufacturing 648 1 12729 1
12730 manufacturing 11399 60 12729 1
12730 manufacturing 11533 113 12729 1
12730 manufacturing 11534 90 12729 1
12730 manufacturing 3828 113 12729 1
12730 manufacturing 11478 11 12729 1
12730 manufacturing 11544 3000 12729 1
12730 manufacturing 11540 1200 12729 1
12730 manufacturing 11558 150 12729 1
12730 manufacturing 11550 38 12729 1
12732 manufacturing 11552 300 12731 1
12732 manufacturing 649 1 12731 1
12732 manufacturing 11399 105 12731 1
12732 manufacturing 11533 75 12731 1
12732 manufacturing 11534 135 12731 1
12732 manufacturing 3828 225 12731 1
12732 manufacturing 11478 15 12731 1
12732 manufacturing 11544 5250 12731 1
12732 manufacturing 11540 1800 12731 1
12732 manufacturing 11558 375 12731 1
12732 manufacturing 11550 45 12731 1
12734 manufacturing 19744 1 12733 1
12734 manufacturing 11399 60 12733 1
12734 manufacturing 11532 113 12733 1
12734 manufacturing 11554 225 12733 1
12734 manufacturing 11537 90 12733 1
12734 manufacturing 11539 1200 12733 1
12734 manufacturing 3828 113 12733 1
12734 manufacturing 11478 11 12733 1
12734 manufacturing 11543 3000 12733 1
12734 manufacturing 11549 38 12733 1
12734 manufacturing 11557 150 12733 1
12736 manufacturing 11530 113 12735 1
12736 manufacturing 11399 60 12735 1
12736 manufacturing 653 1 12735 1
12736 manufacturing 11542 3000 12735 1
12736 manufacturing 11536 90 12735 1
12736 manufacturing 11538 1200 12735 1
12736 manufacturing 11555 150 12735 1
12736 manufacturing 3828 113 12735 1
12736 manufacturing 11478 11 12735 1
12736 manufacturing 11548 38 12735 1
12736 manufacturing 11551 225 12735 1
12744 manufacturing 11553 225 12743 1
12744 manufacturing 650 1 12743 1
12744 manufacturing 11399 60 12743 1
12744 manufacturing 11556 150 12743 1
12744 manufacturing 11535 90 12743 1
12744 manufacturing 3828 113 12743 1
12744 manufacturing 11541 1200 12743 1
12744 manufacturing 11478 11 12743 1
12744 manufacturing 11531 113 12743 1
12744 manufacturing 11545 3000 12743 1
12744 manufacturing 11547 38 12743 1
12746 manufacturing 11553 300 12745 1
12746 manufacturing 11547 45 12745 1
12746 manufacturing 11399 105 12745 1
12746 manufacturing 11556 375 12745 1
12746 manufacturing 655 1 12745 1
12746 manufacturing 3828 225 12745 1
12746 manufacturing 11541 1800 12745 1
12746 manufacturing 11478 15 12745 1
12746 manufacturing 11531 75 12745 1
12746 manufacturing 11545 5250 12745 1
12746 manufacturing 11535 135 12745 1
12748 manufacturing 11530 75 12747 1
12748 manufacturing 11399 105 12747 1
12748 manufacturing 652 1 12747 1
12748 manufacturing 11542 5250 12747 1
12748 manufacturing 11536 135 12747 1
12748 manufacturing 11538 1800 12747 1
12748 manufacturing 11555 375 12747 1
12748 manufacturing 3828 225 12747 1
12748 manufacturing 11478 15 12747 1
12748 manufacturing 11548 45 12747 1
